Price,Tag,Time
6396.7,XBT/EUR,2018-04-17 23:55:09
6396.7,XBT/EUR,2018-04-17 23:55:20
6402.9,XBT/EUR,2018-04-17 23:55:29
6402.9,XBT/EUR,2018-04-17 23:55:41
6402.9,XBT/EUR,2018-04-17 23:55:49
6402.9,XBT/EUR,2018-04-17 23:55:59
6397.0,XBT/EUR,2018-04-17 23:56:18
6400.0,XBT/EUR,2018-04-17 23:56:21
6397.0,XBT/EUR,2018-04-17 23:56:28
6400.0,XBT/EUR,2018-04-17 23:56:37
6400.0,XBT/EUR,2018-04-17 23:56:47
6395.4,XBT/EUR,2018-04-17 23:56:58
6395.4,XBT/EUR,2018-04-17 23:56:59
6391.4,XBT/EUR,2018-04-17 23:57:08
6394.0,XBT/EUR,2018-04-17 23:57:18
6394.0,XBT/EUR,2018-04-17 23:57:28
6394.0,XBT/EUR,2018-04-17 23:57:38
6394.0,XBT/EUR,2018-04-17 23:57:48
6394.0,XBT/EUR,2018-04-17 23:57:58
6394.0,XBT/EUR,2018-04-17 23:58:08
6389.6,XBT/EUR,2018-04-17 23:58:18
6394.0,XBT/EUR,2018-04-17 23:58:28
6394.0,XBT/EUR,2018-04-17 23:58:38
6394.0,XBT/EUR,2018-04-17 23:58:48
6394.0,XBT/EUR,2018-04-17 23:58:58
6394.0,XBT/EUR,2018-04-17 23:59:08
6394.0,XBT/EUR,2018-04-17 23:59:18
6394.0,XBT/EUR,2018-04-18 00:00:59
6394.0,XBT/EUR,2018-04-18 00:01:02
6395.4,XBT/EUR,2018-04-18 00:01:03
6395.4,XBT/EUR,2018-04-18 00:01:13
6395.4,XBT/EUR,2018-04-18 00:01:23
6393.9,XBT/EUR,2018-04-18 00:01:33
6393.9,XBT/EUR,2018-04-18 00:01:43
6393.9,XBT/EUR,2018-04-18 00:01:56
6393.9,XBT/EUR,2018-04-18 00:01:57
6393.9,XBT/EUR,2018-04-18 00:02:05
6392.0,XBT/EUR,2018-04-18 00:02:15
6392.0,XBT/EUR,2018-04-18 00:02:26
6392.0,XBT/EUR,2018-04-18 00:02:27
6392.0,XBT/EUR,2018-04-18 00:02:35
6392.0,XBT/EUR,2018-04-18 00:02:46
6392.0,XBT/EUR,2018-04-18 00:02:56
6392.0,XBT/EUR,2018-04-18 00:03:08
6392.0,XBT/EUR,2018-04-18 00:03:09
6392.0,XBT/EUR,2018-04-18 00:03:17
6392.0,XBT/EUR,2018-04-18 00:03:25
6392.0,XBT/EUR,2018-04-18 00:03:26
6392.5,XBT/EUR,2018-04-18 00:03:35
6392.5,XBT/EUR,2018-04-18 00:03:45
6392.0,XBT/EUR,2018-04-18 00:03:55
6391.0,XBT/EUR,2018-04-18 00:04:05
6390.6,XBT/EUR,2018-04-18 00:04:15
6388.9,XBT/EUR,2018-04-18 00:04:23
6388.9,XBT/EUR,2018-04-18 00:04:24
6388.8,XBT/EUR,2018-04-18 00:04:33
6388.4,XBT/EUR,2018-04-18 00:04:43
6388.4,XBT/EUR,2018-04-18 00:04:53
6388.2,XBT/EUR,2018-04-18 00:05:03
6388.1,XBT/EUR,2018-04-18 00:05:14
6387.0,XBT/EUR,2018-04-18 00:05:23
6387.0,XBT/EUR,2018-04-18 00:05:33
6387.4,XBT/EUR,2018-04-18 00:05:43
6387.4,XBT/EUR,2018-04-18 00:05:53
6388.0,XBT/EUR,2018-04-18 00:06:03
6388.0,XBT/EUR,2018-04-18 00:06:13
6388.0,XBT/EUR,2018-04-18 00:06:23
6387.2,XBT/EUR,2018-04-18 00:06:33
6387.2,XBT/EUR,2018-04-18 00:06:43
6387.2,XBT/EUR,2018-04-18 00:06:53
6387.0,XBT/EUR,2018-04-18 00:07:03
6387.0,XBT/EUR,2018-04-18 00:07:13
6387.2,XBT/EUR,2018-04-18 00:07:23
6387.2,XBT/EUR,2018-04-18 00:07:33
6387.2,XBT/EUR,2018-04-18 00:07:43
6387.2,XBT/EUR,2018-04-18 00:07:53
6387.2,XBT/EUR,2018-04-18 00:08:03
6387.2,XBT/EUR,2018-04-18 00:08:13
6387.2,XBT/EUR,2018-04-18 00:08:24
6387.2,XBT/EUR,2018-04-18 00:08:26
6387.1,XBT/EUR,2018-04-18 00:08:33
6387.1,XBT/EUR,2018-04-18 00:08:44
6387.1,XBT/EUR,2018-04-18 00:08:53
6387.1,XBT/EUR,2018-04-18 00:09:04
6385.0,XBT/EUR,2018-04-18 00:09:16
6385.0,XBT/EUR,2018-04-18 00:09:24
6385.0,XBT/EUR,2018-04-18 00:09:34
6384.9,XBT/EUR,2018-04-18 00:09:44
6384.9,XBT/EUR,2018-04-18 00:09:54
6384.9,XBT/EUR,2018-04-18 00:10:04
6384.8,XBT/EUR,2018-04-18 00:10:14
6383.6,XBT/EUR,2018-04-18 00:10:25
6383.6,XBT/EUR,2018-04-18 00:10:36
6383.6,XBT/EUR,2018-04-18 00:10:44
6384.2,XBT/EUR,2018-04-18 00:10:54
6383.6,XBT/EUR,2018-04-18 00:11:04
6383.6,XBT/EUR,2018-04-18 00:11:14
6383.6,XBT/EUR,2018-04-18 00:11:24
6384.1,XBT/EUR,2018-04-18 00:11:35
6384.1,XBT/EUR,2018-04-18 00:11:44
6384.0,XBT/EUR,2018-04-18 00:11:56
6383.6,XBT/EUR,2018-04-18 00:12:15
6382.4,XBT/EUR,2018-04-18 00:12:24
6378.0,XBT/EUR,2018-04-18 00:12:35
6378.0,XBT/EUR,2018-04-18 00:12:44
6383.2,XBT/EUR,2018-04-18 00:12:54
6383.2,XBT/EUR,2018-04-18 00:12:57
6383.2,XBT/EUR,2018-04-18 00:12:58
6383.2,XBT/EUR,2018-04-18 00:13:07
6378.0,XBT/EUR,2018-04-18 00:13:17
6380.5,XBT/EUR,2018-04-18 00:13:27
6380.5,XBT/EUR,2018-04-18 00:13:37
6380.6,XBT/EUR,2018-04-18 00:13:47
6380.0,XBT/EUR,2018-04-18 00:16:53
6380.0,XBT/EUR,2018-04-18 00:16:54
6382.6,XBT/EUR,2018-04-18 00:17:03
6382.6,XBT/EUR,2018-04-18 00:17:12
6382.6,XBT/EUR,2018-04-18 00:17:22
6382.6,XBT/EUR,2018-04-18 00:17:32
6382.4,XBT/EUR,2018-04-18 00:17:42
6379.0,XBT/EUR,2018-04-18 00:17:53
6377.1,XBT/EUR,2018-04-18 00:18:02
6377.1,XBT/EUR,2018-04-18 00:18:14
6377.1,XBT/EUR,2018-04-18 00:18:22
6377.1,XBT/EUR,2018-04-18 00:18:32
6377.1,XBT/EUR,2018-04-18 00:18:42
6379.0,XBT/EUR,2018-04-18 00:18:52
6382.6,XBT/EUR,2018-04-18 00:19:02
6382.6,XBT/EUR,2018-04-18 00:19:12
6381.6,XBT/EUR,2018-04-18 00:19:22
6385.1,XBT/EUR,2018-04-18 00:25:34
6385.1,XBT/EUR,2018-04-18 00:25:36
6385.1,XBT/EUR,2018-04-18 00:25:38
6385.0,XBT/EUR,2018-04-18 00:25:47
6385.0,XBT/EUR,2018-04-18 00:25:57
6383.6,XBT/EUR,2018-04-18 00:26:07
6384.0,XBT/EUR,2018-04-18 00:26:17
6383.6,XBT/EUR,2018-04-18 00:26:27
6383.6,XBT/EUR,2018-04-18 00:26:37
6383.6,XBT/EUR,2018-04-18 00:26:47
6383.6,XBT/EUR,2018-04-18 00:26:55
6383.6,XBT/EUR,2018-04-18 00:26:58
6383.6,XBT/EUR,2018-04-18 00:26:59
6383.6,XBT/EUR,2018-04-18 00:27:08
6383.6,XBT/EUR,2018-04-18 00:27:18
6386.6,XBT/EUR,2018-04-18 00:30:38
6386.6,XBT/EUR,2018-04-18 00:30:41
6386.6,XBT/EUR,2018-04-18 00:30:43
6386.6,XBT/EUR,2018-04-18 00:30:45
6386.6,XBT/EUR,2018-04-18 00:30:54
6377.2,XBT/EUR,2018-04-18 00:31:05
6377.2,XBT/EUR,2018-04-18 00:31:14
6377.0,XBT/EUR,2018-04-18 00:31:25
6377.0,XBT/EUR,2018-04-18 00:31:35
6377.0,XBT/EUR,2018-04-18 00:33:53
6377.0,XBT/EUR,2018-04-18 00:33:54
6377.0,XBT/EUR,2018-04-18 00:34:03
6377.0,XBT/EUR,2018-04-18 00:34:13
6377.0,XBT/EUR,2018-04-18 00:34:23
6376.9,XBT/EUR,2018-04-18 00:34:33
6376.9,XBT/EUR,2018-04-18 00:34:43
6377.0,XBT/EUR,2018-04-18 00:34:53
6377.0,XBT/EUR,2018-04-18 00:34:58
6377.0,XBT/EUR,2018-04-18 00:34:59
6377.0,XBT/EUR,2018-04-18 00:35:08
6377.0,XBT/EUR,2018-04-18 00:35:14
6377.0,XBT/EUR,2018-04-18 00:35:15
6377.0,XBT/EUR,2018-04-18 00:35:17
6377.0,XBT/EUR,2018-04-18 00:35:26
6377.0,XBT/EUR,2018-04-18 00:35:42
6377.0,XBT/EUR,2018-04-18 00:35:43
6377.0,XBT/EUR,2018-04-18 00:35:49
6377.0,XBT/EUR,2018-04-18 00:35:50
6377.0,XBT/EUR,2018-04-18 00:35:52
6377.0,XBT/EUR,2018-04-18 00:36:01
6377.0,XBT/EUR,2018-04-18 00:36:11
6376.8,XBT/EUR,2018-04-18 00:36:22
6376.8,XBT/EUR,2018-04-18 00:36:23
6376.8,XBT/EUR,2018-04-18 00:36:28
6376.8,XBT/EUR,2018-04-18 00:36:32
6376.8,XBT/EUR,2018-04-18 00:36:33
6541.0,XBT/EUR,2018-04-18 16:39:01
6541.1,XBT/EUR,2018-04-18 16:39:07
6541.1,XBT/EUR,2018-04-18 16:39:08
6541.0,XBT/EUR,2018-04-18 16:39:17
6541.1,XBT/EUR,2018-04-18 16:39:27
6541.0,XBT/EUR,2018-04-18 16:39:36
6541.0,XBT/EUR,2018-04-18 16:39:43
6541.0,XBT/EUR,2018-04-18 16:39:45
6541.2,XBT/EUR,2018-04-18 16:39:54
6541.2,XBT/EUR,2018-04-18 16:40:04
6541.0,XBT/EUR,2018-04-18 16:40:14
6541.0,XBT/EUR,2018-04-18 16:40:23
6541.0,XBT/EUR,2018-04-18 16:40:34
6538.5,XBT/EUR,2018-04-18 16:40:44
6538.5,XBT/EUR,2018-04-18 16:40:55
6537.8,XBT/EUR,2018-04-18 16:41:04
6537.8,XBT/EUR,2018-04-18 16:41:14
6538.0,XBT/EUR,2018-04-18 16:41:26
6538.0,XBT/EUR,2018-04-18 16:41:34
6538.0,XBT/EUR,2018-04-18 16:41:44
6537.9,XBT/EUR,2018-04-18 16:41:54
6537.9,XBT/EUR,2018-04-18 16:42:04
6537.8,XBT/EUR,2018-04-18 16:42:14
6538.0,XBT/EUR,2018-04-18 16:42:23
6538.0,XBT/EUR,2018-04-18 16:42:34
6538.0,XBT/EUR,2018-04-18 16:42:43
6537.9,XBT/EUR,2018-04-18 16:42:54
6537.9,XBT/EUR,2018-04-18 16:43:04
6563.7,XBT/EUR,2018-04-18 22:09:50
6563.7,XBT/EUR,2018-04-18 22:09:52
6563.7,XBT/EUR,2018-04-18 22:09:53
6563.7,XBT/EUR,2018-04-18 22:10:03
6563.7,XBT/EUR,2018-04-18 22:10:12
6563.7,XBT/EUR,2018-04-18 22:10:22
6563.7,XBT/EUR,2018-04-18 22:10:32
6563.7,XBT/EUR,2018-04-18 22:10:42
6563.7,XBT/EUR,2018-04-18 22:10:52
6563.7,XBT/EUR,2018-04-18 22:11:02
6563.7,XBT/EUR,2018-04-18 22:11:12
6563.8,XBT/EUR,2018-04-18 22:11:22
6563.8,XBT/EUR,2018-04-18 22:11:32
6563.7,XBT/EUR,2018-04-18 22:11:42
6563.8,XBT/EUR,2018-04-18 22:11:52
6563.8,XBT/EUR,2018-04-18 22:12:02
6563.8,XBT/EUR,2018-04-18 22:12:12
6563.7,XBT/EUR,2018-04-18 22:12:22
6563.7,XBT/EUR,2018-04-18 22:12:33
6570.1,XBT/EUR,2018-04-18 22:16:43
6570.1,XBT/EUR,2018-04-18 22:16:45
6570.1,XBT/EUR,2018-04-18 22:16:46
6570.1,XBT/EUR,2018-04-18 22:16:55
6565.9,XBT/EUR,2018-04-18 22:17:05
6565.9,XBT/EUR,2018-04-18 22:17:15
6565.1,XBT/EUR,2018-04-18 22:17:26
6565.1,XBT/EUR,2018-04-18 22:17:30
6565.1,XBT/EUR,2018-04-18 22:17:31
6565.2,XBT/EUR,2018-04-18 22:17:39
6567.2,XBT/EUR,2018-04-18 22:17:45
6579.0,XBT/EUR,2018-04-18 22:17:46
6587.4,XBT/EUR,2018-04-18 22:17:55
6595.0,XBT/EUR,2018-04-18 22:18:05
6597.4,XBT/EUR,2018-04-18 22:18:14
6600.0,XBT/EUR,2018-04-18 22:18:25
6624.4,XBT/EUR,2018-04-18 22:18:35
6630.8,XBT/EUR,2018-04-18 22:18:45
6642.0,XBT/EUR,2018-04-18 22:18:55
6641.9,XBT/EUR,2018-04-18 22:19:05
6648.0,XBT/EUR,2018-04-18 22:19:15
6647.8,XBT/EUR,2018-04-18 22:19:25
6649.2,XBT/EUR,2018-04-18 22:19:35
6642.0,XBT/EUR,2018-04-18 22:19:45
6637.1,XBT/EUR,2018-04-18 22:19:55
6636.6,XBT/EUR,2018-04-18 22:20:05
6638.5,XBT/EUR,2018-04-18 22:20:15
6638.5,XBT/EUR,2018-04-18 22:20:25
6637.6,XBT/EUR,2018-04-18 22:20:35
6637.6,XBT/EUR,2018-04-18 22:20:45
6638.6,XBT/EUR,2018-04-18 22:20:51
6638.6,XBT/EUR,2018-04-18 22:20:52
6639.6,XBT/EUR,2018-04-18 22:21:01
6635.0,XBT/EUR,2018-04-18 22:21:11
6634.9,XBT/EUR,2018-04-18 22:21:18
6632.3,XBT/EUR,2018-04-18 22:21:20
6624.1,XBT/EUR,2018-04-18 22:21:28
6631.3,XBT/EUR,2018-04-18 22:21:39
6631.5,XBT/EUR,2018-04-18 22:21:48
6636.6,XBT/EUR,2018-04-18 22:21:58
6639.0,XBT/EUR,2018-04-18 22:22:09
6640.1,XBT/EUR,2018-04-18 22:22:19
6640.1,XBT/EUR,2018-04-18 22:22:29
6640.1,XBT/EUR,2018-04-18 22:22:39
6650.1,XBT/EUR,2018-04-18 22:22:48
6640.0,XBT/EUR,2018-04-18 22:22:58
6650.0,XBT/EUR,2018-04-18 22:23:08
6638.7,XBT/EUR,2018-04-18 22:23:18
6630.7,XBT/EUR,2018-04-18 22:23:28
6630.0,XBT/EUR,2018-04-18 22:23:38
6630.7,XBT/EUR,2018-04-18 22:23:48
6630.7,XBT/EUR,2018-04-18 22:23:58
6630.7,XBT/EUR,2018-04-18 22:24:08
6630.6,XBT/EUR,2018-04-18 22:24:18
6639.4,XBT/EUR,2018-04-18 22:24:28
6630.6,XBT/EUR,2018-04-18 22:24:38
6630.6,XBT/EUR,2018-04-18 22:24:48
6630.6,XBT/EUR,2018-04-18 22:24:57
6630.6,XBT/EUR,2018-04-18 22:25:08
6634.1,XBT/EUR,2018-04-18 22:25:19
6617.6,XBT/EUR,2018-04-18 23:15:39
6617.6,XBT/EUR,2018-04-18 23:15:41
6617.6,XBT/EUR,2018-04-18 23:15:43
6617.6,XBT/EUR,2018-04-18 23:15:51
6617.6,XBT/EUR,2018-04-18 23:16:01
6617.6,XBT/EUR,2018-04-18 23:16:11
6617.1,XBT/EUR,2018-04-18 23:16:21
6618.8,XBT/EUR,2018-04-18 23:16:31
6618.8,XBT/EUR,2018-04-18 23:16:41
6617.2,XBT/EUR,2018-04-18 23:16:51
6617.2,XBT/EUR,2018-04-18 23:17:01
7708.0,XBT/EUR,2018-04-28 18:16:36
7707.7,XBT/EUR,2018-04-28 18:16:40
7707.7,XBT/EUR,2018-04-28 18:16:42
7708.0,XBT/EUR,2018-04-28 18:16:51
7708.0,XBT/EUR,2018-04-28 18:17:01
7708.0,XBT/EUR,2018-04-28 18:17:11
7708.0,XBT/EUR,2018-04-28 18:17:21
7707.8,XBT/EUR,2018-04-28 18:17:31
7707.8,XBT/EUR,2018-04-28 18:17:41
7707.8,XBT/EUR,2018-04-28 18:17:51
7707.8,XBT/EUR,2018-04-28 18:18:01
7708.0,XBT/EUR,2018-04-28 18:18:11
7707.7,XBT/EUR,2018-04-28 18:18:23
7707.7,XBT/EUR,2018-04-28 18:18:31
7707.7,XBT/EUR,2018-04-28 18:18:41
7707.7,XBT/EUR,2018-04-28 18:18:51
7707.6,XBT/EUR,2018-04-28 18:19:01
7707.6,XBT/EUR,2018-04-28 18:19:11
7705.8,XBT/EUR,2018-04-28 18:19:21
7707.7,XBT/EUR,2018-04-28 18:19:31
7707.7,XBT/EUR,2018-04-28 18:19:41
7707.7,XBT/EUR,2018-04-28 18:19:51
7706.0,XBT/EUR,2018-04-28 18:20:01
7706.0,XBT/EUR,2018-04-28 18:20:11
7705.5,XBT/EUR,2018-04-28 18:20:21
7705.5,XBT/EUR,2018-04-28 18:20:29
7704.1,XBT/EUR,2018-04-28 18:20:34
7704.1,XBT/EUR,2018-04-28 18:20:44
7704.1,XBT/EUR,2018-04-28 18:20:45
7705.0,XBT/EUR,2018-04-28 18:21:17
7705.8,XBT/EUR,2018-04-28 18:21:24
7742.0,XBT/EUR,2018-04-28 22:12:54
7742.0,XBT/EUR,2018-04-28 22:12:56
7742.0,XBT/EUR,2018-04-28 22:12:57
7741.4,XBT/EUR,2018-04-28 22:13:06
7740.1,XBT/EUR,2018-04-28 22:13:16
7741.3,XBT/EUR,2018-04-28 22:13:26
7741.3,XBT/EUR,2018-04-28 22:13:36
7740.2,XBT/EUR,2018-04-28 22:13:46
7740.2,XBT/EUR,2018-04-28 22:14:02
7740.2,XBT/EUR,2018-04-28 22:14:06
7745.0,XBT/EUR,2018-04-28 22:14:16
7740.1,XBT/EUR,2018-04-28 22:14:26
7740.1,XBT/EUR,2018-04-28 22:14:36
7740.0,XBT/EUR,2018-04-28 22:14:46
7740.0,XBT/EUR,2018-04-28 22:14:56
7740.1,XBT/EUR,2018-04-28 22:15:06
7739.8,XBT/EUR,2018-04-28 22:15:16
7736.8,XBT/EUR,2018-04-28 22:15:26
7740.2,XBT/EUR,2018-04-28 22:15:36
7740.2,XBT/EUR,2018-04-28 22:15:46
7732.9,XBT/EUR,2018-04-28 22:15:57
7736.8,XBT/EUR,2018-04-28 22:16:08
7731.9,XBT/EUR,2018-04-28 22:16:17
7731.9,XBT/EUR,2018-04-28 22:16:27
7736.0,XBT/EUR,2018-04-28 22:16:37
7736.0,XBT/EUR,2018-04-28 22:16:47
7736.0,XBT/EUR,2018-04-28 22:16:57
7736.0,XBT/EUR,2018-04-28 22:17:07
7731.0,XBT/EUR,2018-04-28 22:17:17
7731.0,XBT/EUR,2018-04-28 22:17:27
7731.0,XBT/EUR,2018-04-28 22:17:37
7732.2,XBT/EUR,2018-04-28 22:17:47
7739.3,XBT/EUR,2018-04-28 22:17:57
7739.3,XBT/EUR,2018-04-28 22:18:07
7739.3,XBT/EUR,2018-04-28 22:18:17
7735.9,XBT/EUR,2018-04-28 22:18:27
7738.8,XBT/EUR,2018-04-28 22:18:37
7738.8,XBT/EUR,2018-04-28 22:18:46
7738.8,XBT/EUR,2018-04-28 22:18:56
